 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.4	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 1.6	 1.6	 1.6	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 2.3	 4.7	 10.9	 4.7	 2.3	 0.0	 0.0
 0.0	 0.0	 1.6	 4.7	 18.8	 32.8	 18.8	 4.7	 1.6	 0.0
 0.0	 0.4	 1.6	 10.9	 32.8	 100.0	 32.8	 10.9	 1.6	 0.4
 0.0	 0.0	 1.6	 4.7	 18.8	 32.8	 18.8	 4.7	 1.6	 0.0
 0.0	 0.0	 0.0	 2.3	 4.7	 10.9	 4.7	 2.3	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 1.6	 1.6	 1.6	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.4	 0.0	 0.0	 0.0	 0.0
