 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 1.6	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 4.7	 6.2	 4.7	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 4.7	 12.5	 32.8	 12.5	 4.7	 0.0	 0.0
 0.0	 0.0	 1.6	 6.2	 32.8	 100.0	 32.8	 6.2	 1.6	 0.0
 0.0	 0.0	 0.0	 4.7	 12.5	 32.8	 12.5	 4.7	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 4.7	 6.2	 4.7	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 1.6	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
