 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 6.2	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 12.5	 25.0	 12.5	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 6.2	 25.0	 100.0	 25.0	 6.2	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 12.5	 25.0	 12.5	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 6.2	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
